,name,host_id,host_name,host_is_superhost,host_listings_count,latitude,longitude,property_type,room_type,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month,amenities_ct,days_as_host,bathrooms,hrr
1100,Cozy Apt with Retro Vibes/ 2 min to Yotsuya (#1),141644725,Minato,Non-Superhost,3.0,35.68769,139.72767,Entire apartment,Entire home/apt,5,2.0,5.0,20957.0,1,90,85,67,4.48,4.69,4.49,4.58,4.85,4.8,4.52,1.9,23,1460,1.0,1.0
1101,Nordic Pastel Home for 6ppl / 5 min from Shinjuku,141644725,Minato,Non-Superhost,3.0,35.68568,139.72886,Entire apartment,Entire home/apt,6,2.0,4.0,23306.0,1,90,82,73,4.71,4.83,4.63,4.74,4.83,4.86,4.68,1.54,22,1460,1.0,1.0
1102,Modest Apt in Yotsuya / 5 min to Shinjuku (#2),141644725,Minato,Non-Superhost,3.0,35.68584,139.72925,Entire apartment,Entire home/apt,5,2.0,4.0,21429.0,1,90,79,70,4.37,4.44,4.19,4.66,4.74,4.73,4.33,1.93,23,1460,1.0,1.0
1103,"Quaint Apt Direct to Shinjuku, Ginza, Roppongi",141644725,Minato,Non-Superhost,3.0,35.68777,139.72768,Entire apartment,Entire home/apt,5,2.0,4.0,10476.0,1,90,68,65,4.57,4.8,4.42,4.63,4.86,4.88,4.58,1.37,23,1460,1.0,1.0
1104,&Japanese style house!3rd floor,84841574,悠子,Non-Superhost,1.0,35.69199,139.79605,Entire apartment,Entire home/apt,6,2.0,6.0,30000.0,1,825,180,83,4.63,4.71,4.58,4.86,4.92,4.76,4.58,1.72,21,1826,1.0,1.0
1105,"Awesome access. Sunny, Cozy & Clean",34016288,Mitomi House,Superhost,5.0,35.68793,139.68727,Entire apartment,Entire home/apt,2,1.0,2.0,12000.0,2,1125,17,183,4.92,4.92,4.84,4.95,4.95,4.74,4.86,3.82,12,2250,1.0,1.0
1106,2 min from Otsuka sta. Yamanote line. Female only,51117483,Nana,Non-Superhost,2.0,35.73196,139.72864,Shared room in apartment,Shared room,1,1.0,1.0,1446.0,30,120,365,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,16,2047,2.0,1.0
1110,10 min to Shinjuku. A Japanese style house.,137495256,Kenichi,Superhost,1.0,35.70869,139.63445,Private room in house,Private room,2,1.0,2.0,2800.0,2,31,60,125,4.83,4.95,4.98,4.94,4.82,4.87,4.82,2.61,22,1483,1.5,1.0
1111,Asakusa Area/New Room/1min Sta/Cozy&Spacious#301,139325986,Lisa,Non-Superhost,1.0,35.7027,139.79223,Entire apartment,Entire home/apt,10,1.0,2.0,7157.0,2,1125,299,64,4.8,4.86,4.72,4.88,4.83,4.88,4.75,1.37,34,1473,1.0,1.0
1112,"201.NewOpen! Ikebukuro 18min, Shinjuku, Max3, WiFi",143410835,Tomoko,Non-Superhost,2.0,35.77326,139.73716,Entire apartment,Entire home/apt,3,1.0,0.0,7014.0,1,1125,349,97,4.74,4.71,4.83,4.86,4.88,4.08,4.71,2.05,24,1451,1.0,1.0
1113,F3.ゲストルーム【新宿区】短期滞在と月額レンタルが利用可能,113942455,Yoko,Non-Superhost,2.0,35.70311,139.70667,Entire villa,Entire home/apt,9,4.0,5.0,16500.0,2,60,0,31,4.84,4.87,4.94,4.83,4.87,4.83,4.79,0.65,38,1632,2.0,1.0
1114,"202. OpeningSale!Ikebukuro,Shinjuku,Ueno,Max3,Wifi",143410835,Tomoko,Non-Superhost,2.0,35.77469,139.73849,Entire apartment,Entire home/apt,3,1.0,0.0,5600.0,1,1125,360,87,4.73,4.89,4.79,4.93,4.95,4.05,4.79,1.82,24,1451,1.0,1.0
1116,SALE★from July10~August 31#70㎡#TokyoTower,142983773,Shuri,Non-Superhost,0.0,35.64894,139.74583,Entire apartment,Entire home/apt,5,1.0,3.0,22000.0,30,1125,178,23,4.74,4.78,4.96,4.87,4.83,4.87,4.7,0.5,24,1453,1.0,1.0
1117,Super Luxury! Shinjuku 3-storey House/5min JR/ 8pl,4981880,Yoka,Non-Superhost,18.0,35.69954,139.70135,Entire villa,Entire home/apt,8,3.0,4.0,30430.0,1,1125,180,70,4.77,4.83,4.74,4.89,4.9,4.89,4.71,1.48,42,3087,1.5,1.0
1118,誠道館　３０４/静かで出入り自由な完全個室（専用バス・トイレ）,17694529,Hisao,Superhost,9.0,35.7267,139.78203,Entire apartment,Entire home/apt,2,1.0,2.0,2500.0,1,40,72,83,4.86,4.92,4.8,4.93,4.81,4.64,4.87,1.72,15,2571,1.0,1.0
1120,GoTo適用　国分寺駅徒歩5分圏内！301号室WIFIあり,67268289,Tommy,Superhost,2.0,35.70009,139.47712,Entire apartment,Entire home/apt,2,1.0,2.0,12186.0,1,1125,247,111,4.84,4.93,4.94,4.87,4.97,4.85,4.75,2.32,31,1923,1.0,1.0
1121,大画面でNetflix見放題＋和室＋ウオッシュレットトイレ/成田&羽田1時間/浅草10分,17751737,Tommy,Superhost,1.0,35.73461,139.84801,Private room in house,Private room,3,1.0,0.0,4671.0,1,30,80,74,4.81,4.95,4.88,4.96,4.89,4.56,4.93,1.57,44,2570,1.5,1.0
1122,Returnees/remote work/long-term stays welcome♪3F,143706131,Aki,Superhost,3.0,35.69185,139.68352,Entire apartment,Entire home/apt,8,2.0,4.0,12317.0,1,365,165,69,4.81,4.91,4.81,4.88,4.96,4.88,4.78,1.44,39,1449,1.0,1.0
1125,5pax designed apt  8min Iidabashi Sta,67293077,Kimie,Non-Superhost,11.0,35.70608,139.74165,Entire apartment,Entire home/apt,5,1.0,3.0,9690.0,1,60,164,113,4.75,4.88,4.71,4.9,4.92,4.66,4.63,2.37,26,1922,1.5,1.0
1126,8min Iidabashi Sta 5pax designed apt,67293077,Kimie,Non-Superhost,11.0,35.70594,139.74156,Entire apartment,Entire home/apt,5,1.0,3.0,9690.0,1,365,180,84,4.63,4.69,4.73,4.89,4.88,4.67,4.58,1.76,26,1922,1.5,1.0
1128,Returnees/remote work/long-term stays welcome♪2F,143706131,Aki,Superhost,3.0,35.69027,139.68331,Entire apartment,Entire home/apt,8,2.0,4.0,12317.0,1,365,165,101,4.69,4.72,4.83,4.75,4.88,4.69,4.5,2.12,38,1449,1.0,1.0
1131,Returnees/remote work/long-term stays welcome♪1F,143706131,Aki,Superhost,3.0,35.69187509635879,139.6837428161733,Entire apartment,Entire home/apt,8,2.0,4.0,12317.0,1,365,165,98,4.65,4.61,4.83,4.74,4.86,4.74,4.53,2.06,37,1449,1.0,1.0
1132,4min Sta. Easy to Shinjuku - Deluxe guest room,88049478,Asami,Superhost,8.0,35.7042,139.70704,Entire villa,Entire home/apt,9,4.0,7.0,16157.0,2,60,116,81,4.83,4.9,4.96,4.89,4.95,4.69,4.64,1.75,40,1811,2.0,1.0
1137,Cozy Study(書斎)! Best for Long-term worker/student☆,10969488,Como,Non-Superhost,3.0,35.71029,139.48091,Private room in house,Private room,1,1.0,2.0,2143.0,30,1125,322,7,5.0,5.0,4.86,5.0,5.0,4.86,5.0,0.15,22,2756,1.0,1.0
1138,"Shinjuku 6 min train,  Koenji- Tatami Room",30807537,Junko,Non-Superhost,1.0,35.70784,139.64664,Entire apartment,Entire home/apt,4,1.0,2.0,6000.0,2,1125,77,58,4.62,4.74,4.72,4.91,4.89,4.82,4.61,1.22,30,2296,1.0,1.0
1140,#92 Shinjuku Sta. 4min Hakone/Mt.Fuji/Disney Wi-Fi,105994847,Satomi,Superhost,5.0,35.67759,139.67875,Entire apartment,Entire home/apt,3,1.0,1.0,80000.0,2,90,141,46,4.89,4.85,4.91,4.85,4.93,4.85,4.91,1.02,22,1690,1.0,1.0
1141,"160cm Wide Bed!! Private Shower, Toilet & Kitchen!",30840659,Guesthouse,Non-Superhost,5.0,35.76838,139.8661,Entire apartment,Entire home/apt,4,1.0,3.0,6428.0,3,10,87,22,4.86,4.86,4.95,4.95,4.95,4.5,4.95,0.6,25,2295,1.0,1.0
1145,Family 5people 2 mins from Ikebukuro Sta(C1) Wifi,28196526,Aya,Superhost,2.0,35.73214,139.70592,Entire condominium,Entire home/apt,5,1.0,5.0,3220.0,1,1125,58,72,4.71,4.85,4.58,4.89,4.79,4.81,4.71,1.52,27,2340,1.0,1.0
1146,4 BEDS FAMILY/GROUP ROOM/WEST-SHINJUKU1,147014594,Eternal,Non-Superhost,10.0,35.68652,139.67831,Entire apartment,Entire home/apt,6,1.0,4.0,5800.0,30,1125,90,47,4.26,4.43,4.11,4.51,4.49,4.02,4.26,1.05,13,1429,1.0,1.0
1147,NEWLY RENOVATED FLAT/WEST-SHINJUKU2,147014594,Eternal,Non-Superhost,10.0,35.68656,139.67819,Entire apartment,Entire home/apt,6,1.0,4.0,9900.0,2,1125,78,67,4.07,4.48,4.19,4.73,4.69,4.03,4.3,1.45,14,1429,1.0,1.0
1148,【下町両国の和風ホステル】4名様用個室♪グループ利用家族連れ大歓迎！,147140466,Khaosan World Ryogoku Hostel,Superhost,0.0,35.69437,139.79681,Private room in ryokan,Private room,4,1.0,2.0,7257.0,1,365,163,6,4.67,5.0,4.5,5.0,5.0,5.0,4.67,0.16,35,1428,1.0,1.0
1149,【下町両国の和風ホステル】6名様用個室♪グループ利用、家族旅行大歓迎！,147140466,Khaosan World Ryogoku Hostel,Superhost,0.0,35.69437,139.79681,Private room in ryokan,Private room,6,1.0,3.0,10886.0,1,365,151,2,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.76,36,1428,1.0,1.0
1151,【Wifiや家電、自炊や洗濯用具も完備♪楽しい商店街や駅すぐ】昭和大や羽田空港に便利／帰国後滞在にも,147413392,しのぶ,Superhost,1.0,35.60524,139.70168,Entire apartment,Entire home/apt,2,1.0,1.0,4300.0,2,1125,86,78,4.94,4.9,4.85,4.99,5.0,4.88,4.86,1.76,31,1427,1.0,1.0
1152,3 min walk from JR Okachimachi sta next to ueno,147469862,Shigenori,Non-Superhost,5.0,35.70822,139.77918,Entire apartment,Entire home/apt,5,1.0,3.0,9000.0,2,180,59,61,4.57,4.69,4.75,4.75,4.89,4.79,4.46,1.32,23,1426,1.0,1.0
1154,(8) 5ppl 11mins Shinjuku 17 Shibuya. -JR Jujo Sta.,19152993,Sei,Non-Superhost,8.0,35.76111,139.71576,Entire apartment,Entire home/apt,5,1.0,5.0,1567.0,3,1111,215,70,4.56,4.6,4.39,4.76,4.64,4.43,4.56,1.57,29,2547,1.0,1.0
1155,【雷門と仲見世通りまでスグ♪和風で落ち着いた隠れ家的ゲストハウス】ツインルーム・1～2名利用～,147605429,Khaosan Tokyo Kabuki,Non-Superhost,12.0,35.71054,139.79632,Private room in ryokan,Private room,2,1.0,2.0,3893.0,1,365,161,18,4.94,4.89,4.72,4.94,4.83,5.0,5.0,0.48,26,1425,1.0,0.9
1156,【雷門と仲見世通りまでスグ♪和風で落ち着いた隠れ家的ゲストハウス】和室3名～新年会・グループ大歓迎～,147605429,Khaosan Tokyo Kabuki,Non-Superhost,12.0,35.71059,139.79493,Private room in ryokan,Private room,3,1.0,3.0,3497.0,1,365,154,9,4.78,4.67,4.78,5.0,4.78,5.0,4.89,0.27,25,1425,1.0,0.9
1158,Takahata Apartment 118,13088224,Rickie,Non-Superhost,4.0,35.66295,139.40769,Entire apartment,Entire home/apt,3,1.0,2.0,12671.0,7,1125,350,21,4.86,4.86,4.9,5.0,4.95,4.57,4.86,0.45,19,2686,1.0,1.0
1164,【世界中から大人気！ラブホテルを改装した和洋風宿】ダブルルーム♪2名利用★一人旅・カップルも大歓迎！,147279325,Khaosan World Asakusa Ryokan&Hostel,Non-Superhost,11.0,35.7155,139.79106,Private room in ryokan,Private room,2,1.0,1.0,3274.0,1,365,161,51,4.51,4.37,4.24,4.73,4.71,4.57,4.73,7.93,26,1428,1.0,0.97
1165,【Special Hostel in Asakusa】Private Room for 5 ppl,147279325,Khaosan World Asakusa Ryokan&Hostel,Non-Superhost,11.0,35.71389,139.7907,Private room in ryokan,Private room,5,1.0,3.0,5621.0,1,365,165,13,4.38,4.77,4.46,4.69,4.69,4.54,4.69,0.7,26,1428,1.0,0.97
1166,【世界中から大人気！ラブホテルを改装した和洋風宿】ファミリールーム♪3名利用★ファミリー・友達同士♪,147279325,Khaosan World Asakusa Ryokan&Hostel,Non-Superhost,11.0,35.71574,139.79123,Private room in ryokan,Private room,3,1.0,2.0,4164.0,1,365,161,20,4.55,4.55,4.15,4.85,4.85,4.6,4.75,0.66,28,1428,1.0,0.97
1167,【世界中から大人気！ラブホテルを改装した和洋風宿】メゾネット♪4名利用★友達同士で楽しんじゃおう！！,147279325,Khaosan World Asakusa Ryokan&Hostel,Non-Superhost,11.0,35.7138,139.79082,Private room in ryokan,Private room,4,1.0,4.0,4774.0,1,365,160,15,4.8,4.6,4.47,4.93,4.87,4.8,4.73,2.87,27,1428,0.5,0.97
1168,【下町両国の和風ホステル】3名様用DX個室♪グループ利用、家族旅行大歓迎！,147140466,Khaosan World Ryogoku Hostel,Superhost,0.0,35.69437,139.79681,Private room in ryokan,Private room,3,1.0,3.0,6043.0,1,365,153,15,4.87,4.8,4.87,4.93,4.87,4.67,4.93,0.51,33,1428,1.0,1.0
1169,✿多彩な色を調和したラボラトリー✿2名～3名のグループ歓迎！TV付のカラフルなお部屋で皆でお泊まり会,147599206,Khaosan Tokyo Laboratory,Non-Superhost,2.0,35.71193,139.79134,Private room in bed and breakfast,Private room,3,1.0,3.0,3497.0,1,30,173,38,4.22,4.57,3.97,4.38,4.59,4.81,4.73,1.02,15,1425,1.0,1.0
1170,Urban Super Penthouse Maisonette Suite 1 min Metro,136144843,Akiko,Non-Superhost,35.0,35.65714,139.74433,Entire condominium,Entire home/apt,5,2.0,4.0,25214.0,3,1125,167,116,4.78,4.87,4.73,4.95,4.91,4.89,4.71,2.52,38,1490,2.0,1.0
1171,Hi-grade Cozy&Quiet Suite 1 min Metro Akabanebashi,136144843,Akiko,Non-Superhost,35.0,35.65606,139.74327,Entire condominium,Entire home/apt,4,1.0,3.0,17250.0,2,30,167,100,4.78,4.8,4.66,4.85,4.83,4.89,4.6,2.14,41,1490,1.0,1.0
1172,4 BEDS PRIVATE ROOM IN CENTRAL ASAKUSA/4B,147599206,Khaosan Tokyo Laboratory,Non-Superhost,2.0,35.71193,139.79134,Private room in bed and breakfast,Private room,4,1.0,2.0,3789.0,1,30,173,3,3.67,3.33,3.67,4.0,4.0,4.67,4.33,0.12,15,1425,1.0,1.0
1174,Safe Cozy Clean Urban Super Studio 1 min. to Metro,136144843,Akiko,Non-Superhost,35.0,35.65689,139.74209,Entire condominium,Entire home/apt,4,1.0,3.0,13514.0,2,30,174,132,4.74,4.88,4.77,4.76,4.77,4.87,4.65,2.92,37,1490,1.0,1.0
1175,Calm apt near Shinjuku. 5 min walk to station#1,140905275,Kyunga,Superhost,4.0,35.6905,139.67577,Entire apartment,Entire home/apt,4,1.0,2.0,11894.0,1,90,75,89,4.81,4.85,4.88,4.82,4.9,4.58,4.63,1.92,25,1464,1.0,1.0
1177,Calm apt near Shinjuku. 5 min walk to station#2,140905275,Kyunga,Superhost,4.0,35.6905,139.67577,Entire apartment,Entire home/apt,4,1.0,2.0,14374.0,1,90,40,78,4.83,4.91,4.74,4.72,4.9,4.71,4.74,1.68,25,1464,1.0,1.0
1178,"Stylish apt near Shinjuku, 5 min walk to station#3",140905275,Kyunga,Superhost,4.0,35.6905,139.67577,Entire apartment,Entire home/apt,5,1.0,3.0,13293.0,1,90,85,66,4.88,4.83,4.86,4.7,4.92,4.65,4.67,1.42,24,1464,1.0,1.0
1179,Relaxing apt near Shinjuku 5 min walk to station#4,140905275,Kyunga,Superhost,4.0,35.6905,139.67577,Entire apartment,Entire home/apt,5,1.0,3.0,11292.0,1,90,86,52,4.85,4.87,4.94,4.85,4.92,4.6,4.75,1.18,25,1464,1.0,1.0
1180,4min to 2 train Sta.!30min to Shibuya/HND/Yokohama,148171410,Voga Corte Chidoricho,Non-Superhost,6.0,35.5724,139.68645,Entire apartment,Entire home/apt,3,1.0,2.0,6629.0,2,365,262,44,4.58,4.66,4.77,4.18,4.41,4.48,4.48,1.09,36,1421,1.0,0.95
1181,4min to 2 train Sta.!30min to Shibuya/HND/Yokohama,148171410,Voga Corte Chidoricho,Non-Superhost,6.0,35.5724,139.68645,Entire apartment,Entire home/apt,3,1.0,2.0,6629.0,2,365,262,60,4.78,4.68,4.83,4.47,4.88,4.57,4.78,1.68,36,1421,1.0,0.95
1182,4min to 2 train Sta.!30min to Shibuya/HND/Yokohama,148171410,Voga Corte Chidoricho,Non-Superhost,6.0,35.5724,139.68645,Entire apartment,Entire home/apt,3,1.0,2.0,6919.0,2,365,262,27,4.78,4.85,4.78,4.26,4.81,4.63,4.56,0.61,36,1421,1.0,0.95
1183,4min to 2 train Sta.! 1 bedroom APT/Mt Fuji View,148171410,Voga Corte Chidoricho,Non-Superhost,6.0,35.57214,139.68851,Entire apartment,Entire home/apt,6,1.0,5.0,9151.0,2,365,136,10,4.3,4.6,4.2,4.6,4.8,4.4,4.4,0.46,37,1421,1.0,0.95
1184,002-603 Hirai/ 10min to Akihabara by train!!,49146494,Shino,Superhost,15.0,35.70832,139.8485,Entire apartment,Entire home/apt,6,2.0,4.0,8772.0,2,1125,52,35,4.77,4.94,4.86,4.94,4.94,4.71,4.71,1.25,37,2073,1.0,1.0
1187,New Hotel Style Apartment for 3pax in Haneda #303,111043861,M-1 Tokyo,Non-Superhost,68.0,35.54863,139.74921,Entire apartment,Entire home/apt,3,1.0,3.0,7857.0,2,1125,37,45,4.8,4.84,4.87,4.89,4.82,4.4,4.67,1.04,23,1651,1.0,0.97
1188,New Hotel Style Apartment near Haneda Airport #302,111043861,M-1 Tokyo,Non-Superhost,68.0,35.54866,139.74919,Entire apartment,Entire home/apt,2,1.0,2.0,7000.0,2,1125,42,49,4.82,4.86,4.94,4.9,4.84,4.61,4.71,1.24,23,1651,1.0,0.97
1190,【世界中から大人気！ラブホテルを改装した和洋風宿】デラックス和室♪4名利用★友達同士で楽しんじゃおう,147279325,Khaosan World Asakusa Ryokan&Hostel,Non-Superhost,11.0,35.71552,139.79262,Private room in ryokan,Private room,4,1.0,4.0,4774.0,1,365,163,24,4.17,4.42,4.0,4.67,4.58,4.33,4.29,0.66,28,1428,1.0,0.97
1191,【世界中から大人気！ラブホテルを改装した和洋風宿】デラックス和室♪5名利用★友達同士で楽しんじゃおう,147279325,Khaosan World Asakusa Ryokan&Hostel,Non-Superhost,11.0,35.71589,139.79255,Private room in ryokan,Private room,5,1.0,2.0,5621.0,1,365,161,3,4.0,3.33,3.0,4.0,3.67,4.33,4.67,3.0,28,1428,1.0,0.97
1192,【世界中から大人気！ラブホテルを改装した和洋風宿】スーペリアルーム♪4名利用★友達と楽しんじゃおう,147279325,Khaosan World Asakusa Ryokan&Hostel,Non-Superhost,11.0,35.71547,139.79255,Private room in ryokan,Private room,4,1.0,4.0,4774.0,1,365,162,4,4.5,5.0,4.0,5.0,5.0,4.25,5.0,0.14,27,1428,1.0,0.97
1193,【世界中から大人気！ラブホテルを改装した和洋風宿】スーペリア和室♪6名利用★友達同士で楽しんじゃおう,147279325,Khaosan World Asakusa Ryokan&Hostel,Non-Superhost,11.0,35.71547,139.79285,Private room in ryokan,Private room,6,1.0,0.0,6746.0,1,365,166,43,4.42,4.42,4.05,4.74,4.58,4.63,4.79,1.17,15,1428,1.0,0.97
1194,【世界中から大人気！ラブホテルを改装した和洋風宿】スタンダード和室♪大人3名用～グループ利用大歓迎！,147279325,Khaosan World Asakusa Ryokan&Hostel,Non-Superhost,11.0,35.71572,139.79057,Private room in ryokan,Private room,3,1.0,3.0,12823.0,1,365,365,3,4.0,4.0,3.67,4.67,5.0,4.67,4.33,0.19,28,1428,1.0,0.97
